make,model,variant,mileage,first_registration,powe_kw,drive_type,features_autopilot,tires_summer,tires_winter,tires_all_season,tires_total_sets,features_heatpump,features_pano_roof,features_trailer_hitch,battery_netto,battery_brutto,color,upholstery,taxation,accident_free,number_of_keys,damage_description,auction_start_date,auction_end_date,status,highest_bid_price,number_of_bids,list_price,acc,number_of_seats,electric_seats,leather_seats,head_up_display,seat_heating,sport_seat_type,heated_steering_wheel,sport_steering_wheel,leather_steering_wheel,camera_type,trailer_hitch_seller,paint_color,upholstery,equipment,charging_cables,document_type,documents,form_of_ownership,seller_type,special_equipment_price,accident_free_cardentity,service_maintained,smoker_car,pet_car,auction_id,auction_short_id,auction_sequence,activated_at,auction_created_at,highest_bider_id,highest_bid_at,bids_count_calc,max_bid_offer_amount,min_bid_offer_amount,last_bid_at,is_highland,highland_logic_reason
Tesla,Model Y,Long Range RWD,28500,2024-09-27,250,rwd,Standard,1,1,0,2,t,t,,75,78.1,,,vat_deductible,t,2,Scratches on center console and scratches on driver's side seat; Scratches on passenger side summer tires ; Black Tesla logo on the front and black lettering on the back,2025-04-28 09:00:00+00,2025-12-16 10:00:00+00,closed_seller_declined,28000.0,5,49970,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 255 kW (cont. 100 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{schuko,type_2}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,company,0,t,t,f,f,90e4f421-78c4-4b3d-9b51-2cb7d71905d7,orc7de,1,2025-12-15 10:17:27.925+00,2025-12-15 09:40:33.169+00,8d523e89-db18-4709-bd46-e8946c8bf98c,2025-12-15 10:51:41.225+00,5,28000,22500,2025-12-16 06:39:53.894+00,FALSE,Not Model 3
Tesla,Model Y,"Long Range AWD ( 378kW, 75kWh)",49000,2024-01-03,378,awd,Standard,1,0,0,1,t,t,,75,78.1,,,vat_deductible,t,3+,"Dent on bonnet; Repaired windshield; Dent on roof; Full warranty 
",2025-04-28 09:00:00+00,2025-12-16 10:00:00+00,closed_seller_accepted,31000.0,5,54990,acc,,,,,front_and_rear_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{no_cable},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,company,0,t,t,f,f,46d12f34-4b8c-42fc-bd21-a3c328c4b90c,42reay,1,2025-12-15 10:13:46.528+00,2025-12-15 09:19:32.558+00,8d523e89-db18-4709-bd46-e8946c8bf98c,2025-12-15 10:51:10.449+00,5,31000,25300,2025-12-16 08:36:23.065+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,Standard Range Plus RWD,142000,2020-11-26,239,rwd,Standard,1,0,0,1,f,t,,52.5,55,,,marginally_taxed,t,2,Glass front; Stone chips on bumper and hood (typical for mileage); Upper control arms replaced. Windshield replaced. New TÜV,2025-04-28 09:00:00+00,2025-12-17 10:00:00+00,closed_seller_accepted,14200.0,2,46380,acc,,,,,front_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 225 kW"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: rear-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,f,f,f,f,327bbcf3-5830-4ab5-801b-af724ab39109,3lyeke,1,2025-12-15 16:01:55.26+00,2025-12-15 08:03:25.589+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-12-17 09:50:28.156+00,2,14200,13100,2025-12-17 09:50:27.36+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Long Range Dual AWD (75.0 kWh, 350.0 kW)",48300,2020-04-04,324,awd,Full self driving,1,1,0,2,f,t,,73.5,78.8,,,marginally_taxed,t,2,Rear; light scratches; Summer and winter 19-inch,2025-04-28 09:00:00+00,2025-12-16 10:00:00+00,closed_seller_accepted,22200.0,5,57418,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [""Electric motor 258 kW (cont. 153 kW)""], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED - Up level (adaptive headlights)"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light alloy rims 8,5x18 (Photon)"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Tesla Collision Repair Time (CRT)"", ""Tire 235/45 R18 ..W"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,coc_certificate}",owned,private,0,f,t,t,f,2e4f5859-4775-4c3f-bfbc-ba01508602ce,2tvuh8,1,2025-12-15 08:17:55.011+00,2025-12-15 07:41:27.895+00,7987b627-c93b-453f-a7e2-811b3df2cd53,2025-12-15 09:51:36.296+00,5,22200,17500,2025-12-16 09:58:09.335+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Performance Dual AWD (82 kWh, 377 kW)",41900,2022-03-24,377,awd,Standard,1,0,0,1,t,t,,76,82,,,vat_deductible,t,2,"Glass front; Scratch on the driver's side rear, then repainted; 4 new Pirelli Pzero tires",2025-04-28 09:00:00+00,2025-12-16 10:00:00+00,closed_seller_declined,25000.0,5,58560,acc,,,,,front_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speakers"", ""Driver and front passenger airbags"", ""Anti-lock braking system (ABS)"", ""Drive type: all-wheel drive"", ""Power-folding exterior mirrors"", ""Electrically adjustable, heated and power-folding exterior mirrors"", ""Performance brake calipers"", ""Electric motor 377 kW (continuous 155 kW)"", ""Electronic stability program (ESP)"", ""Driver assistance system: forward collision warning (FCW)"", ""Driver assistance system: adaptive cruise control (ACC) with front radar assist"", ""Driver assistance system: autonomous emergency braking (AEB)"", ""Driver assistance system: Autopilot (Basic)"", ""Lowered sport suspension"", ""Transmission for electric vehicle"", ""Fixed glass roof"", ""Power-operated tailgate"", ""LED rear lights"", ""Heating / air conditioning: heat pump (Supermanifold)"", ""High-voltage battery 82 kWh"", ""Wireless charging pad for smartphone"", ""Interior: Premium black"", ""Body: 4-door"", ""Driver and front passenger knee airbags"", ""Front and rear head airbags (windowbags)"", ""Heated steering wheel"", ""20\"" alloy wheels (Sport)"", ""Front center armrest with storage compartment"", ""Multimedia interface: 2 x USB Type-C in front and 2 x USB Type-C charging ports in rear center console"", ""LED fog lights"", ""Electronic parking brake (EPB)"", ""Aluminum pedals"", ""HD rearview camera"", ""Split-folding rear seat backrest (60:40)"", ""Front side airbags"", ""Front seats electrically adjustable (12-way)"", ""Front seat heating"", ""Special pearlescent white paint"", ""Premium sound system"", ""Voice control system"", ""Subwoofer"", ""On-board Wi-Fi"", ""Central locking and start system with keyless entry""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",financing,company,0,f,t,f,f,a3a06200-5a86-4173-aaeb-77a83c144453,8d6tp2,1,2025-12-12 09:25:01.343+00,2025-12-12 09:07:30.131+00,8d523e89-db18-4709-bd46-e8946c8bf98c,2025-12-12 12:23:34.518+00,5,25000,20700,2025-12-16 08:36:53.597+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,Long Range Dual AWD,34200,2023-02-20,378,awd,Standard,1,1,0,2,t,t,,75,78.1,,,marginally_taxed,f,2,"Front left; Rear left; Scratches front and rear on passenger side; 2 x paint damage; repaired by professional workshop (invoices available)
; Carbon-design trim strip",2025-04-28 09:00:00+00,2025-12-15 10:00:00+00,closed_seller_accepted,32200.0,3,54990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",financing,private,0,f,t,f,f,09b3673f-7ba1-4bc5-af00-fd2f01af7aa6,mhya1c,1,2025-12-11 16:46:53.458+00,2025-12-11 14:34:18.973+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-12-15 09:24:19.209+00,3,32200,30000,2025-12-15 09:50:50.319+00,FALSE,Old Date & Not Labeled
Tesla,Model 3,"Long Range Dual AWD (75.0 kWh, 350.0 kW)",132000,2021-06-07,324,awd,Standard,1,1,0,2,t,t,,76,82,,,marginally_taxed,t,2,"Scratch above rear fender on the driver's side | Stone chip next to headlight on the front driver's side | Paint chipping on the loading edge in the middle; Bubbles on the steering wheel | Small scrape on the rear driver's side (see photo); Small scratches on rims; Battery replacement June 2024, new range at 100% over 540km. Completed End of Warranty Check. Newly replaced control arms.; Battery replacement 82kWh at 82000 km. New battery with SoH 92% current; TESLA door frame lighting, storage set, trunk mats, floor mats, jack pucks",2025-04-28 09:00:00+00,2025-12-15 10:00:00+00,closed_seller_declined,20300.0,2,57418,acc,,,,,front_seats,none,,,,rear,t,,,"{""specialEquipment"": [], ""standardEquipment"": [""15 speaker(s)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 4-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Custom paintwork Pearl white"", ""Driver assistance system: automatic distance control (ACC) with forward-radar assistant"", ""Driver assistance system: autonomous emergency braking assistance (AEB)"", ""Driver assistance system: autopilot (Basic)"", ""Driver assistance system: collision warning system (Forward Collision Warning, FCW)"", ""Electric motor 258 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Exterior mirror fold-up"", ""Front fog lights LED"", ""Glass roof fixed"", ""Head airbag system (windowbag) front + rear"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""Inductive charging tray for Smartphone"", ""Interior equipment Premium black"", ""Kneebag driver side/passenger side"", ""Liftgate opening electr."", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Parking brake electronic (EPB)"", ""Rear lights LED"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seats front electrically adjustable (12-way)"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel heated"", ""Subwoofer"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wi-Fi on Board""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,0,t,t,f,f,964a461c-b7b1-4bae-84ef-f0dd0338af95,29g3fu,1,2025-12-11 17:00:07.686+00,2025-12-11 13:55:30.827+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-12-15 09:36:14.455+00,2,20300,19700,2025-12-15 09:36:13.555+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,"Performance Dual AWD (75.0 kWh, 393.0 kW)",31000,2022-09-27,393,awd,Standard,1,1,0,2,t,t,,75,78.1,,,vat_deductible,t,2,"Dent on passenger side rear fender, several scratches on driver side front bumper, scratches on driver side front headlight; Scratches on passenger side front and rear; Dent on rear fender, smart repair",2025-04-28 09:00:00+00,2025-12-15 10:00:00+00,closed_seller_declined,26100.0,4,59990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{schuko},,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,company,0,t,t,f,t,6c2e650d-eb1d-4f3a-a8bd-d2f5e1354d27,jdplag,1,2025-12-12 08:03:47.471+00,2025-12-11 13:52:10.685+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-12-15 09:39:20.334+00,4,26100,23000,2025-12-15 09:39:19.604+00,FALSE,Old Date & Not Labeled
Tesla,Model X,"Dual 7 Sitzer (100.0 kWh, 345.0 kW)",129090,2018-03-12,311,awd,Enhanced,1,1,0,2,f,f,,95,100,,,marginally_taxed,t,2,"Rear, rear left, rear right; Side right; Front left, front right, underbody; Dent on trunk; Scratches on door sills; Air suspension cannot lift and lower; Recent suspension service with part replacement; 7 seater | Front windshield and roof windows (April 2024, €4,500), 12v battery (Jan 2024, €250), tension rods and front wishbones with wheel alignment (2023, €1,000); Shock absorbers, air suspension lines, compressor and pressure distributor | CCS for 190 kW fast charging | Upgrade to MCU 2 (2022, €2,000)",2025-04-28 09:00:00+00,2025-12-15 10:00:00+00,closed_seller_declined,28200.0,1,115000,cc,,,,,front_seats,none,,,,rear,t,,,"{""specialEquipment"": [""Electric motor 311 kW""], ""standardEquipment"": [""9 speaker(s)"", ""Active rear spoiler (electric extendable)"", ""Air suspension"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Automatic air-conditioning system 2-zone with automatic recirculation control"", ""Body: 5-door"", ""Brake calipers red"", ""Cruise control"", ""Daytime running lights LED"", ""Door handles outside with LED lighting"", ""Driver assistance system: autopilot Generation 3.0"", ""Driver assistance system: lane-keeping assistant"", ""Driver assistance system: parking assistant incl. automatic parking"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front/rear tires: 255/45 R20 ...W / 275/45 R20 ...W"", ""Gullwing doors rear (Falcon Wing)"", ""Hands-free system Bluetooth"", ""Head airbag system front"", ""Headlight LED"", ""HV battery 90 kWh"", ""Interior equipment decorative trim inserts wood, ash wood"", ""Isofix mounts for child seat at rear seatbench"", ""Keyless door release"", ""Lap airbag front"", ""Liftgate opening electr."", ""Memory function for seats and exterior mirror front"", ""Navigation system with map display"", ""Panoramic windshield"", ""Parking aid front and rear"", ""Quick-charging system Supercharger"", ""Rain sensor"", ""Rear lights LED"", ""Reversing camera HD"", ""Roof liner Alcantara black"", ""Seat equipment: 5-seater"", ""Seat heating front"", ""Sidebag front"", ""Solid-color paintwork with clear top coat"", ""Steering wheel (leather)"", ""Steering wheel with multiple function"", ""Tesla Collision Repair Time (CRT)"", ""Tire pressure control system"", ""Touchscreen (17,0 inch)"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Wheelbase 2965 mm"", ""Wi-Fi on Board"", ""Window lifter electr. front and rear (with pinch protection and comfort feature)""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",owned,private,5999,f,t,f,f,603d7895-d7a3-40b8-befc-e1bc07c06b37,r2cv9g,1,2025-12-11 17:08:41.372+00,2025-12-11 10:27:34.744+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-12-15 09:50:34.848+00,1,28200,28200,2025-12-15 09:50:34.835+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,Long Range Dual AWD,78000,2022-12-23,378,awd,Standard,1,1,0,2,t,t,,75,78.1,,,marginally_taxed,t,2,"Scratches on bumper driver's side and passenger's side front; 2 rims summer tires, passenger's side front and rear winter tires; Spot on paint rear driver's side; Roof rack",2025-04-28 09:00:00+00,2025-12-12 10:00:00+00,closed_seller_declined,28400.0,4,54990,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}","{type_2,schuko}",,"{registration_certificate_part_1,registration_certificate_part_2,coc_certificate}",financing,private,0,t,t,f,f,95bb9058-3595-4a1b-aa14-010d95eb235c,yixjpf,1,2025-12-11 10:15:22.007+00,2025-12-11 10:09:10.944+00,cd76bc93-117b-4143-8faf-a11c6dc795cb,2025-12-11 21:02:58.418+00,4,28400,26200,2025-12-12 09:51:48.511+00,FALSE,Old Date & Not Labeled
Tesla,Model Y,Long Range Dual AWD,100178,2022-03-09,378,awd,Standard,1,0,1,2,t,t,,75,78.1,,,marginally_taxed,t,2,"Scratches on passenger side front, rear; Wrapped",2025-04-28 09:00:00+00,2025-12-12 10:00:00+00,closed_seller_declined,26600.0,3,55970,acc,,,,,front_and_rear_seats,none,,,,rear,f,,,"{""specialEquipment"": [], ""standardEquipment"": [""14 speaker(s)"", ""Acoustic pedestrian protection (warning speaker)"", ""Airbag driver side/passenger side"", ""Antilock braking system (ABS)"", ""Body: 5-door"", ""Center armrest front with storage compartment"", ""Central locking system / starting system Keyless-Entry"", ""Colour touchscreen (15,0 inch)"", ""Cruise control"", ""Custom paintwork Pearl white"", ""Daytime running lights LED"", ""Driver assistance system: automatic distance control (ACC)"", ""Driver assistance system: autopilot Generation 1.0"", ""Electric motor 378 kW (cont. 153 kW)"", ""Electronic Stability Control (ESP)"", ""Exterior mirror electrically heated and folding"", ""Front fog lights LED"", ""Hands-free system Bluetooth"", ""Head airbag system (windowbag) front + rear"", ""Headlight LED"", ""Headlight leveling control electric"", ""Heating/air-conditioning: heat pump (Supermanifold)"", ""HV battery 75 kWh"", ""Interior equipment black"", ""Kneebag driver side/passenger side"", ""Light-alloy rims"", ""Multi-media interface 2 x USB (type C) front and 2 x USB charging port (type C) center console rear"", ""Navigation system with map display"", ""Panoramic glass roof (fully-glazed roof surface)"", ""Radio reception digital (DAB+)"", ""Rain sensor"", ""Rear seat backrest split/folding (60:40)"", ""Reversing camera HD"", ""Seat heating front"", ""Seat heating rear"", ""Seats front electrically adjustable"", ""Sensor Temperature/window fogging detection"", ""Sidebag front"", ""Sound system Premium"", ""Steering wheel with multiple function"", ""Subwoofer"", ""Tire pressure control system"", ""Transmission for electric vehicle"", ""Type of drive: all-wheel drive"", ""Voice control system"", ""Wheelbase 2890 mm"", ""Wi-Fi on Board"", ""Windshield washer jets heated""]}",{no_cable},,{registration_certificate_part_1},financing,private,0,t,t,f,f,34c6de74-14a5-4301-bdf4-cce1952a559c,jqj64f,1,2025-12-11 09:54:18.034+00,2025-12-10 18:11:28.4+00,d17f4dfb-ddfc-4ffd-80de-945f9afdd036,2025-12-12 09:52:28.397+00,3,26600,25100,2025-12-12 09:52:27.881+00,FALSE,Old Date & Not Labeled
